gene_name,bnum,uniprot_id,A1-1,A1-2,A1-3,C1,F1-1,F1-2,F1-3
opgD,b1424,P40120,0.000122726,0.00011639,0.000112715,0.000119913,0.000116551,0.000113663,0.000112963
opgE,b0815,P75785,0,0,0,0,0,0,0
opgG,b1048,P33136,0.000647603,0.000644426,0.000630456,0.00072052,0.000721757,0.000709412,0.000684505
opgH,b1049,P62517,0.000205098,0.000209597,0.0002176,0.000215753,0.000214615,0.00021314,0.000200967
oppA,b1243,P23843,0.003005949,0.002945388,0.003028032,0.002774295,0.002731701,0.002695497,0.002748877
oppB,b1244,P0AFH2,7.54288E-05,7.38795E-05,6.89028E-05,8.03012E-05,8.04007E-05,7.73097E-05,8.01069E-05
oppC,b1245,P0AFH6,6.41666E-05,5.24424E-05,6.59421E-05,6.79952E-05,6.03662E-05,5.96318E-05,6.39761E-05
oppD,b1246,P76027,0.000124605,0.000121348,0.000123173,0.000130867,0.00013308,0.000130991,0.000123695
oppF,b1247,P77737,0.000131236,0.000122682,0.000124507,0.00012981,0.000133433,0.000138053,0.00012764
orn,b4162,P0A784,0.000116201,0.000111805,0.000117033,0.000130456,0.000129128,0.000130338,0.000124943
ortT,b1445,P64453,0,0,0,0,0,0,0
osmB,b1283,P0ADA7,0,7.05161E-05,0,7.32285E-05,8.93518E-05,7.39933E-05,9.49413E-05
osmC,b1482,P0C0L2,0.000494854,0.000476677,0.000491188,0.000483506,0.000453894,0.000440569,0.000448679
osmE,b1739,P0ADB1,0.000793172,0.000800116,0.000855424,0.000990544,0.000871996,0.000914707,0.0008776
osmF,b2131,P33362,9.01953E-05,9.15561E-05,9.46378E-05,0.000107266,0.000101962,9.33265E-05,9.74945E-05
osmY,b4376,P0AFH8,0.001272372,0.00130452,0.001337668,0.00152022,0.001362759,0.001346477,0.001242231
otsA,b1896,P31677,0.00024177,0.000243766,0.00024295,0.000300791,0.000279513,0.000269029,0.00026635
otsB,b1897,P31678,4.57164E-05,3.72291E-05,3.84433E-05,4.60965E-05,3.99849E-05,3.85399E-05,4.92077E-05
oxc,b2373,P0AFI0,0,0,0,0,0,0,0
oxyR,b3961,P0ACQ4,0.000169676,0.000175341,0.00017703,0.000180201,0.000182412,0.000187202,0.000178086
paaA,b1388,P76077,0,0,0,0,0,0,0
paaB,b1389,P76078,0,0,0,0,0,0,0
paaC,b1390,P76079,0,0,0,0,0,0,0
paaD,b1391,P76080,0,0,0,0,0,0,0
paaE,b1392,P76081,0,0,0,0,0,0,0
paaF,b1393,P76082,0,0,0,0,0,0,0
paaG,b1394,P77467,0,0,0,0,0,0,0
paaH,b1395,P76083,0,0,0,0,0,0,0
paaI,b1396,P76084,0,0,0,0,0,0,0
paaJ,b1397,P0C7L2,0,0,0,0,0,0,0
paaK,b1398,P76085,0,0,0,0,0,0,0
paaX,b1399,P76086,2.97546E-05,3.09863E-05,3.56769E-05,3.74245E-05,4.19448E-05,3.84893E-05,3.43155E-05
paaY,b1400,P77181,0,0,0,0,0,0,0
paaZ,b1387,P77455,0,0,0,0,0,0,0
pabA,b3360,P00903,1.29841E-05,1.24481E-05,1.04045E-05,0.00001182,1.27162E-05,1.1996E-05,1.11965E-05
pabB,b1812,P05041,4.50498E-05,4.50971E-05,4.38416E-05,4.19299E-05,4.36159E-05,5.71149E-05,4.08208E-05
pabC,b1096,P28305,1.13931E-05,1.12071E-05,1.09825E-05,2.32974E-05,0,2.34766E-05,1.59142E-05
pagP,b0622,P37001,0,0,0,0,0,0,0
pal,b0741,P0A912,0.002444459,0.002429216,0.002623758,0.002271125,0.002410056,0.002370507,0.002495886
panB,b0134,P31057,0.000566366,0.000556113,0.000516099,0.000594732,0.000627649,0.000615174,0.000608083
panC,b0133,P31663,0.000292493,0.000276003,0.000299489,0.000355862,0.000346098,0.000348364,0.000344717
panD,b0131,P0A790,0.000644084,0.00062196,0.000676077,0.000353847,0.000428228,0.00045389,0.000455412
panE,b0425,P0A9J4,0,0,0,0,0,0,0
panF,b3258,P16256,0,0,0,0,0,0,0
panZ,b3459,P37613,1.29171E-05,1.35337E-05,1.17509E-05,1.38687E-05,1.34702E-05,1.32961E-05,1.56186E-05
paoA,b0286,P77165,0,0,0,0,0,0,0
paoB,b0285,P77324,0,0,0,0,0,0,0
paoC,b0284,P77489,0,0,0,0,0,0,0
paoD,b0283,P77183,0,0,0,0,0,0,0
parC,b3019,P0AFI2,0.0001828,0.000175285,0.000186491,0.000204054,0.000206888,0.000199602,0.000194613
parE,b3030,P20083,0.000192985,0.000185254,0.000175158,0.000195307,0.000194239,0.000221467,0.000181928
patA,b3073,P42588,0.000264048,0.000273728,0.000249107,0.000292297,0.000309429,0.000300892,0.000289581
patD,b1444,P77674,6.67647E-05,9.26115E-05,8.19619E-05,9.20084E-05,0,0,0
patZ,b2584,P76594,0,0,0,0,0,0,0
pbl,b2854,Q46790,0,0,0,0,0,0,0
pbpC,b2519,P76577,0,0,0,0,0,0,0
pbpG,b2134,P0AFI5,5.71419E-05,5.80388E-05,6.47331E-05,6.49849E-05,6.33107E-05,5.02484E-05,5.49775E-05
pck,b3403,P22259,0.000283225,0.00026764,0.000269997,0.000267678,0.000278231,0.000270125,0.000282015
pcm,b2743,P0A7A5,0.000027241,2.78553E-05,2.64965E-05,2.76769E-05,2.99007E-05,2.82353E-05,2.77857E-05
pcnB,b0143,P0ABF1,0.000150004,0.000153046,0.000157414,0.000175609,0.00017367,0.000170933,0.00015674
pdeA,b2395,P23842,0,0,0,0,0,0,0
pdeB,b0457,P77473,0,0,0,0,0,0,0
pdeC,b4061,P32701,0,0,0,0,0,0,0
pdeD,b1815,P76261,0,0,0,0,0,0,0
pdeF,b2503,P77172,0,0,0,0,0,0,0
pdeG,b1168,P75995,0,0,0,0,0,0,0
pdeH,b3525,P37646,0,0,0,0,0,0,0
pdeI,b0833,P75800,0,0,0,0,0,0,0
pdeK,b3529,P37649,0,0,0,0,0,0,2.9355E-05
pdeL,b0315,P21514,0.00011698,0.000113275,0.000122956,0.000150044,0.000160972,0.000164516,0.000160257
pdeN,b2176,P76446,1.42547E-05,1.37701E-05,1.40568E-05,1.71395E-05,2.21693E-05,1.94493E-05,1.98796E-05
pdeR,b1285,P77334,0,0,0,0,0,0,0
pdhR,b0113,P0ACL9,5.42358E-05,5.76484E-05,5.51607E-05,6.27294E-05,5.75199E-05,5.61569E-05,5.39585E-05
pdxA,b0052,P19624,2.73907E-05,9.3319E-05,9.37658E-06,3.20418E-05,2.85853E-05,2.18318E-05,2.85697E-05
pdxB,b2320,P05459,0.000229681,0.000228637,0.000213504,0.000218783,0.000214743,0.000210991,0.000210888
pdxH,b1638,P0AFI7,0.000123364,0.000124912,0.000103234,0.000127333,0.000130183,0.000128291,0.000120076
pdxJ,b2564,P0A794,0.000208316,0.000208461,0.000207642,0.000186607,0.000204861,0.00019761,0.000193261
pdxK,b2418,P40191,0.000117653,0.000118083,0.000106841,0.000162206,0.000157168,0.000154297,0.000163619
pdxY,b1636,P77150,5.64257E-05,5.09328E-05,4.9588E-05,8.66862E-05,8.5381E-05,5.869E-05,5.6862E-05
pepA,b4260,P68767,0.000494183,0.000503487,0.000510757,0.000521346,0.000542255,0.000525515,0.000523795
pepB,b2523,P37095,0.000436253,0.000438444,0.000450437,0.000473282,0.000468896,0.000453996,0.000474277
pepD,b0237,P15288,0.000639431,0.000638277,0.000645402,0.000630916,0.000657481,0.000666932,0.00064056
pepE,b4021,P0A7C6,1.41638E-05,1.55186E-05,1.26022E-05,1.54465E-05,1.4748E-05,1.43478E-05,1.3778E-05
pepN,b0932,P04825,0.000858263,0.00084269,0.000859153,0.000934982,0.00091008,0.00090833,0.000880059
pepP,b2908,P15034,0.000282137,0.000285515,0.000300737,0.000339406,0.000322246,0.000333154,0.000313389
pepQ,b3847,P21165,0.000426198,0.000424823,0.000426177,0.000438484,0.000461541,0.000458103,0.00044437
pepT,b1127,P29745,0.00011984,0.000106282,0.000111607,0.000112399,0.000111021,0.00010282,0.000107482
perR,b0254,Q57083,0,0,0,0,0,0,0
pfkA,b3916,P0A796,0.000689603,0.000681789,0.000677482,0.000742277,0.000720666,0.000713544,0.000716339
pfkB,b1723,P06999,0.000281691,0.000264625,0.00026717,0.000273258,0.000280669,0.00026621,0.000262202
pflA,b0902,P0A9N4,0.000112738,0.000107043,0.000109594,0.000108583,0.000102497,0.000105401,9.83275E-05
pflB,b0903,P09373,0.003645906,0.003625288,0.003552054,0.003845302,0.003697788,0.003653254,0.003635729
pflC,b3952,P32675,0,0,0,0,0,0,0
pflD,b3951,P32674,0,0,0,0,0,0,0
pgaA,b1024,P69434,0,0,0,0,0,0,0
pgaB,b1023,P75906,0,0,0,0,0,0,0
pgaC,b1022,P75905,0,0,0,0,0,0,0
pgaD,b1021,P69432,0,0,0,0,0,0,0
pgi,b4025,P0A6T1,0.001559078,0.001556248,0.001507327,0.001650608,0.001648884,0.001623521,0.00162802
pgk,b2926,P0A799,0.003688383,0.003600493,0.00353607,0.0036146,0.003683467,0.003640235,0.003643054
pgl,b0767,P52697,0.000552839,0.000548511,0.00057541,0.000562303,0.000522348,0.00053362,0.000502671
pgm,b0688,P36938,0.00048972,0.000492679,0.000479633,0.00049984,0.000504537,0.000501556,0.00049252
pgpA,b0418,P18200,0,0,0,0,0,0,0
pgpB,b1278,P0A924,0,0,0,0,0,0,0
pgpC,b2560,P0AD42,0,0,0,0,0,0,0
pgrR,b1328,P77333,0,0,0,0,0,0,0
pgsA,b1912,P0ABF8,0,0,1.38663E-05,6.59135E-05,7.19416E-05,7.81989E-05,6.56352E-05
pheA,b2599,P0A9J8,0.000247751,0.000250494,0.000251307,0.000283762,0.000291579,0.000285449,0.000258834
pheL,b2598,P0AD72,0,0,0,0,0,0,0
pheM,b1715,P0AD74,0,0,0,0,0,0,0
pheP,b0576,P24207,0,0,3.57441E-05,0,0,0,0
pheS,b1714,P08312,0.000372582,0.000378684,0.00037968,0.000459789,0.000454165,0.000449428,0.000455649
pheT,b1713,P07395,0.00124095,0.001218617,0.001240567,0.001376562,0.001440779,0.001407444,0.001313378
phnC,b4106,P16677,0,0,0,0,0,0,0
phnD,b4105,P16682,0,0,0,0,0,0,0
phnE_1,b4104,,0,0,0,0,0,0,0
phnE_2,b4103,,0,0,0,0,0,0,0
phnF,b4102,P16684,0,1.95743E-07,0,0,0,0,0
phnG,b4101,P16685,0,0,0,0,0,0,0
phnH,b4100,P16686,0,0,0,0,0,0,0
phnI,b4099,P16687,0,0,0,0,2.82792E-07,0,0
phnJ,b4098,P16688,0,0,0,0,0,0,0
phnK,b4097,P16678,0,0,0,0,0,0,0
phnL,b4096,P16679,4.84116E-07,4.59359E-07,0,5.82137E-07,0,0,6.04803E-07
phnM,b4095,P16689,0,0,0,0,0,0,0
phnN,b4094,P16690,0,0,0,0,0,0,0
phnO,b4093,P16691,9.24452E-06,1.67252E-05,0,1.83576E-05,0,0,0
phnP,b4092,P16692,0,0,0,0,0,0,0
phoA,b0383,P00634,6.77499E-05,6.65492E-05,5.76772E-05,6.96811E-05,7.52927E-05,6.54262E-05,7.39505E-05
phoB,b0399,P0AFJ5,4.25501E-05,4.19769E-05,3.45498E-05,3.91268E-05,4.02916E-05,0.000041606,4.02611E-05
phoE,b0241,P02932,1.50619E-05,1.55713E-05,5.30356E-06,1.00661E-05,1.1293E-05,1.0975E-05,1.00154E-05
phoH,b1020,P0A9K1,0,0.000127759,0,0,0,0,0
phoP,b1130,P23836,0.00024239,0.000230433,0.000230446,0.000247965,0.000251752,0.000252186,0.000247476
phoQ,b1129,P23837,3.05909E-05,2.65929E-05,2.65157E-05,2.39503E-05,3.089E-05,2.90728E-05,2.64795E-05
phoR,b0400,P08400,0,0,0,0,0,1.21735E-05,0
phoU,b3724,P0A9K7,0.000147329,0.000146303,0.000139687,0.000155379,0.000177349,0.000171617,0.000158459
php,b3379,P45548,0,0,0,0,0,0,0
phr,b0708,P00914,0,0,0,0,0,0,0
pinE,b1158,P03014,0,0,0,0,0,0,0
pinH,b2648,P76611,0,0,0,0,0,0,0
pinQ,b1545,P77170,0,0,0,0,0,0,0
pinR,b1374,P0ADI0,0,0,0,0,0,0,0
pitA,b3493,P0AFJ7,0.000161463,0.000149398,0.000168381,0.000175499,0.000152262,0.000168267,0.000164372
pitB,b2987,P43676,0,0,0,0,0,0,0
plaP,b2014,P0AA47,0.00033166,0,0.000310029,0.000424334,0.000394113,0.000437989,0.000421289
pldA,b3821,P0A921,6.40097E-05,6.83979E-05,6.49043E-05,6.73616E-05,6.39025E-05,6.27432E-05,6.20199E-05
pldB,b3825,P07000,0,0,0,0,0,0,0
pliG,b1178,P76002,0.001311401,0.001289829,0.001263889,0.00027519,0.000340783,0.000318171,0.000313674
plsB,b4041,P0A7A7,0.00026921,0.000280389,0.000269634,0.000305479,0.000326709,0.000306539,0.000283876
plsC,b3018,P26647,3.13131E-05,3.30628E-05,0,0,0,3.81079E-05,0
plsX,b1090,P27247,3.42084E-05,3.12239E-05,2.97247E-05,3.30789E-05,3.35397E-05,3.3063E-05,3.11062E-05
pmbA,b4235,P0AFK0,0.000210534,0.000214584,0.000219421,0.000217872,0.000212557,0.000216876,0.000211709
pmrD,b2259,P37590,1.22568E-05,1.21049E-05,1.05962E-05,0,7.98035E-06,8.1094E-06,1.11583E-05
pmrR,b4703,G3MTW7,0,0,0,0,0,0,0
pncA,b1768,P21369,6.14664E-05,6.01177E-05,0,0,6.44455E-05,7.19123E-05,7.08219E-05
pncB,b0931,P18133,0.000327741,0.00034147,0.000325101,0.000358416,0.000352174,0.000341856,0.000339848
pncC,b2700,P0A6G3,5.91067E-05,5.79521E-05,5.27092E-05,6.05916E-05,6.27749E-05,6.48093E-05,6.03882E-05
pnp,b3164,P05055,0.001905635,0.00191194,0.001858811,0.002060238,0.002073289,0.002009929,0.001980732
pntA,b1603,P07001,0.002257177,0.002178445,0.002222523,0.002506525,0.002595099,0.002569999,0.002574525
pntB,b1602,P0AB67,0.000934678,0.000890628,0.000930228,0.001004159,0.00099963,0.000988207,0.000951633
pnuC,b0751,P0AFK2,0,0,0,0,0,0.000100342,0.0001065
polA,b3863,P00582,0.000369323,0.000377905,0.000366718,0.000415874,0.000430016,0.000419521,0.00042904
polB,b0060,P21189,0,0,0,0,0,0,0
potA,b1126,P69874,0.000160246,0.000160314,0.00016034,0.000184955,0.000193831,0.000179727,0.00017808
potB,b1125,P0AFK4,0,0,0,0,0,0,0
potC,b1124,P0AFK6,3.3106E-05,3.28688E-05,2.99329E-05,4.79469E-05,4.5788E-05,4.2567E-05,5.2534E-05
potD,b1123,P0AFK9,0.000903356,0.000885959,0.000917856,0.000901974,0.000934497,0.000925961,0.000903874
potE,b0692,P0AAF1,0,0,0,0,0,0,0
potF,b0854,P31133,0.000315307,0.000308294,0.000288257,0.00034221,0.000310281,0.000301089,0.000316628
potG,b0855,P31134,6.65676E-05,7.31304E-05,6.43338E-05,7.4773E-05,6.31738E-05,6.47809E-05,6.32056E-05
potH,b0856,P31135,0,0,0,2.15819E-05,1.80694E-05,0,0
potI,b0857,P0AFL1,0,0,0,0,0,0,0
poxB,b0871,P07003,0.000385891,0.000372971,0.000378057,0.000451846,0.000393802,0.000390258,0.000373669
ppa,b4226,P0A7A9,0.002310306,0.002358051,0.002279536,0.002337836,0.002363642,0.002340494,0.002312324
ppc,b3956,P00864,0.003159513,0.003135254,0.003239637,0.00313671,0.003101559,0.003182015,0.00314928
ppdA,b2826,P33554,0,0,0,0,0,0,0
ppdB,b2825,P08371,0,0,0,0,0,0,0
ppdC,b2823,P08372,0,0,0,0,0,0,0
ppdD,b0108,P36647,0,0,0,0,0,0,0
pphA,b1838,P55798,0,0,0,0,0,0,0
pphB,b2734,P55799,0,0,0,0,0,0,0
ppiA,b3363,P0AFL3,0.000163718,0.000161715,0.000176343,0.000178568,0.000184949,0.000187687,0.000164422
ppiB,b0525,P23869,0.001153188,0.001257132,0.001221891,0.001095733,0.001098151,0.001120989,0.00106154
ppiC,b3775,P0A9L5,9.41147E-05,9.45392E-05,9.50091E-05,0.000104542,9.95448E-05,9.63009E-05,0.000100821
ppiD,b0441,P0ADY1,0.000322156,0.000316067,0.000321199,0.000328115,0.000343555,0.000337963,0.000319967
ppk,b2501,P0A7B1,0.000132176,0.000132114,0.000127014,0.00014463,0.000153819,0.000148186,0.000143171
pppA,b2972,Q46836,0,0,0,0,0,0,0
ppsA,b1702,P23538,0.000899641,0.000890062,0.000894597,0.00090811,0.000902079,0.000910977,0.000908925
ppsR,b1703,P0A8A4,7.63337E-05,8.53146E-05,7.70226E-05,9.22797E-05,9.20749E-05,8.79572E-05,9.10059E-05
pptA,b1461,P31992,4.56253E-05,5.23766E-05,5.70483E-05,5.52067E-05,6.10684E-05,6.46414E-05,6.61014E-05
ppx,b2502,P0AFL6,0.000107409,0.000113947,0.000116008,9.40282E-05,0.000104718,9.07102E-05,0.000101896
pqiA,b0950,P0AFL9,0,0,0,0,0,0,0
pqiB,b0951,P43671,4.02488E-05,4.01981E-05,3.85659E-05,4.03586E-05,4.4374E-05,4.48215E-05,4.39268E-05
pqqL,b1494,P31828,1.93412E-05,1.41786E-05,1.87741E-05,2.63031E-05,2.7748E-05,2.21492E-05,2.94691E-05
prc,b1830,P23865,0.00036167,0.000375335,0.000381596,0.000426441,0.000410327,0.000422866,0.000388136
preA,b2147,P25889,0,0,0,0,0,0,0
preT,b2146,P76440,0,0,0,0,0,0,0
prfA,b1211,P0A7I0,5.84546E-05,5.88393E-05,5.69505E-05,6.40847E-05,6.35397E-05,6.37499E-05,6.18048E-05
prfB,b2891,P07012,3.49368E-05,3.45348E-05,3.47601E-05,3.61208E-05,3.91102E-05,3.88448E-05,3.8716E-05
prfC,b4375,P0A7I4,0.000404279,0.000408369,0.000400065,0.000391735,0.000380914,0.000388714,0.00038354
prfH,b0236,P28369,0,0,0,0,0,0,0
priA,b3935,P17888,4.01411E-05,3.68588E-05,2.35488E-05,3.72556E-05,3.28079E-05,2.98736E-05,4.17346E-05
priB,b4201,P07013,0,0,0,0,0,0,0
priC,b0467,P23862,1.40913E-05,1.36965E-05,0,1.50926E-05,1.40636E-05,1.5942E-05,1.4406E-05
prkB,b3355,P0AEX5,4.49604E-05,4.87656E-05,4.61645E-05,5.13952E-05,5.65881E-05,5.84197E-05,4.82698E-05
prlC,b3498,P27298,0.000455772,0.000473109,0.00047413,0.000551073,0.000531451,0.000517394,0.000514121
prlF,b3129,P15373,2.92947E-05,3.23575E-05,3.22364E-05,3.21032E-05,2.79551E-05,3.52655E-05,2.68994E-05
prmA,b3259,P0A8T1,9.08864E-05,7.93238E-05,8.85204E-05,8.57405E-05,9.00164E-05,8.82518E-05,9.48167E-05
prmB,b2330,P39199,0.000209867,0.000214633,0.000217852,0.000263729,0.000255991,0.000250084,0.000237374
prmC,b1212,P0ACC1,0,0,0,8.08881E-06,0,0,0
proA,b0243,P07004,0.000243364,0.000249948,0.000239399,0.000273608,0.000275735,0.000266289,0.000264912
proB,b0242,P0A7B5,0.000136037,0.000140146,0.000147918,0.000163064,0.000159492,0.000157662,0.00015579
proC,b0386,P0A9L8,0.000230972,0.000226485,0.000230867,0.000238102,0.000241274,0.000235378,0.000239085
proP,b4111,P0C0L7,0.000251515,0.000234792,0.00020564,0.000254884,0.000250426,0.00024996,0.000247704
proQ,b1831,P45577,0.000456012,0.000450822,0.00044898,0.0004341,0.000449324,0.0004455,0.000433051
proS,b0194,P16659,0.000972697,0.000973715,0.000974215,0.001065169,0.001106676,0.001084222,0.001082413
proV,b2677,P14175,5.79766E-05,6.58609E-05,7.09307E-05,9.03149E-05,8.34714E-05,7.96026E-05,6.83302E-05
proW,b2678,P14176,0,0,0,0,0,0,0
proX,b2679,P0AFM2,9.15965E-05,0.000101446,5.97088E-05,0.000128255,9.49355E-05,8.26579E-05,0.000114019
proY,b0402,P0AAE2,0,0,0,0,0,0,0
prpB,b0331,P77541,0,0,0,0,0,0,0
prpC,b0333,P31660,0,0,0,0,0,0,0
prpD,b0334,P77243,0,0,0,0,0,0,0
prpE,b0335,P77495,0,0,0,0,0,0,0
prpR,b0330,P77743,0,0,0,0,0,0,0
prs,b1207,P0A717,0.000963525,0.000957118,0.001014304,0.000945201,0.001023115,0.000996259,0.000998349
psd,b4160,P0A8K1,0.000119602,0.000114797,0.000123403,0.000130814,0.000130436,0.000131017,0.000127807
psiE,b4030,P0A7C8,0,0,0,0,0,0,0
psiF,b0384,P0AFM4,3.83839E-05,4.07682E-05,4.23704E-05,3.5928E-05,0,4.01693E-05,3.0682E-05
pspA,b1304,P0AFM6,0.000110114,0.000108457,0.00010824,0.000107756,0.000115513,0.000107702,0.000110577
pspB,b1305,P0AFM9,1.60769E-05,1.42191E-05,1.41034E-05,1.46003E-05,1.72585E-05,1.44444E-05,1.40484E-05
pspC,b1306,P0AFN2,9.78402E-06,1.09142E-05,1.11941E-05,9.97873E-06,1.09585E-05,1.05468E-05,1.18057E-05
pspD,b1307,P0AFV8,0,0,0,0,0,0,0
pspE,b1308,P23857,4.60531E-05,4.79341E-05,5.08689E-05,4.36888E-05,4.93525E-05,5.38732E-05,4.88203E-05
pspF,b1303,P37344,0,0,0,0,0,0,1.74859E-05
pspG,b4050,P32696,0,0,0,0,0,0,0
pssA,b2585,P23830,0.000199286,0.000187915,0.000178668,0.000225225,0.000212333,0.000207217,0.000201124
pstA,b3726,P07654,0,0,0,0,0,0,0
pstB,b3725,P0AAH0,0.000187769,0.000187342,0.000191798,0.000213316,0.0002041,0.000202387,0.000204893
pstC,b3727,P0AGH8,0,0,0,3.73363E-05,0,4.02188E-05,4.37464E-05
pstS,b3728,P0AG82,0.000567376,0.000552875,0.000559886,0.000579217,0.000585082,0.000571622,0.000555678
psuG,b2165,P33025,0,0,0,0,0,0,0
psuK,b2166,P30235,0,0,0,0,0,0,0
psuT,b2164,P33024,0,0,0,0,0,0,0
pta,b2297,P0A9M8,0.000617669,0.000637116,0.000630289,0.000660658,0.000663411,0.000672961,0.000627239
pth,b1204,P0A7D1,6.2689E-05,6.22944E-05,5.80941E-05,6.02972E-05,6.35901E-05,6.09999E-05,6.00509E-05
ptrA,b2821,P05458,0.000102915,0.000105092,0.000103891,0.000111771,0.00011722,0.000109066,0.000108221
ptrB,b1845,P24555,0,0,0,0,0,0,0
ptsA,b3947,P32670,0,0,0,0,0,0,0
ptsG,b1101,P69786,0.001237105,0.001232814,0.001262578,0.001291791,0.001266265,0.001295096,0.001277142
ptsH,b2415,P0AA04,0.002678936,0.002766569,0.002902478,0.000444282,0.000677923,0.000682557,0.000667231
ptsI,b2416,P08839,0.002512653,0.002483209,0.002482063,0.002615368,0.002465397,0.002505083,0.002508656
ptsN,b3204,P69829,9.26653E-05,9.24639E-05,9.47546E-05,9.53373E-05,0.000103917,8.75975E-05,9.23945E-05
ptsP,b2829,P37177,0.000134527,0.000123619,0.000139113,0.000135909,0.000141241,0.000131838,0.000127975
purA,b4177,P0A7D4,0.001919835,0.00184704,0.001958214,0.001975886,0.001943704,0.001947165,0.001918446
purB,b1131,P0AB89,0.001080453,0.001089696,0.001093982,0.001164919,0.001162248,0.001152906,0.001124458
purC,b2476,P0A7D7,0.001218591,0.001239294,0.001273875,0.001330847,0.00130835,0.001288684,0.001418415
purD,b4005,P15640,0.000461102,0.000454409,0.000463816,0.000456458,0.000449634,0.000443169,0.000458458
purE,b0523,P0AG18,0.000154744,0.000155302,0.000153291,0.00015041,0.00015617,0.000154241,0.00015156
purF,b2312,P0AG16,0.000804007,0.000818608,0.000809831,0.000871651,0.000898912,0.000853833,0.000796686
purH,b4006,P15639,0.001060036,0.001067868,0.001082478,0.001067986,0.001048298,0.001044815,0.001037467
purK,b0522,P09029,0.000205768,0.000207235,0.000201371,0.00022097,0.000225798,0.000214403,0.00020365
purL,b2557,P15254,0.001444743,0.001422477,0.001404394,0.001485704,0.001460996,0.001450045,0.001439417
purM,b2499,P08178,0.00082127,0.000815216,0.000777083,0.000749475,0.000762537,0.00072001,0.000737796
purN,b2500,P08179,7.06967E-05,6.92816E-05,7.05106E-05,7.60343E-05,7.08278E-05,6.88067E-05,7.26771E-05
purR,b1658,P0ACP7,0.000347367,0.000315432,0.000322445,0.000334155,0.000346058,0.000330627,0.000338602
purT,b1849,P33221,0.000604369,0.00059119,0.000573105,0.000630086,0.000622919,0.00060552,0.000630681
purU,b1232,P37051,0.000517833,0.000515084,0.000515065,0.000552891,0.000539348,0.000545785,0.000534308
putA,b1014,P09546,6.79679E-05,6.64624E-05,6.04881E-05,6.80726E-05,7.13104E-05,6.43349E-05,6.58474E-05
putP,b1015,P07117,0.000115578,0.000185884,8.05878E-05,0.000157696,0.000130509,0.0001534,0.000167481
puuA,b1297,P78061,0.000408233,0.000439596,0.000320178,0.000226554,0.000222066,0.000246274,0.00032691
puuB,b1301,P37906,0,0,0,0,0,0,0
puuC,b1300,P23883,0,0,0,0,0,0,0
puuD,b1298,P76038,0.000133262,0.000135086,0.000138505,9.87371E-05,0.000121433,0.000119833,0.000108546
puuE,b1302,P50457,0.000105072,0.000100516,7.29552E-05,8.24368E-05,9.45517E-05,9.72538E-05,0.000106069
puuP,b1296,P76037,0,0,0,0,0,0,0
puuR,b1299,P0A9U6,3.67021E-05,3.80333E-05,3.69952E-05,3.50829E-05,3.858E-05,3.96896E-05,3.84526E-05
pykA,b1854,P21599,0.000551284,0.000556022,0.000563559,0.000627837,0.000639078,0.000630594,0.000618471
pykF,b1676,P0AD61,0.00217594,0.002220594,0.002130394,0.002306503,0.002334008,0.00233617,0.002347264
pyrB,b4245,P0A786,0.005515904,0.005732495,0.005637011,0.005905796,0.006008536,0.005898445,0.006033818
pyrC,b1062,P05020,0.001482663,0.001450114,0.001411811,0.00135885,0.001365757,0.001359417,0.001406394
pyrD,b0945,P0A7E1,0.000342291,0.000344417,0.00032724,0.000366608,0.00037636,0.000364479,0.000357914
pyrE,b3642,P0A7E3,2.09535E-05,2.27851E-05,1.81521E-05,2.26281E-05,1.78561E-05,1.77877E-05,2.09136E-05
pyrF,b1281,P08244,0.000223396,0.000225869,0.000219649,0.000263191,0.000259493,0.000257434,0.00026419
pyrG,b2780,P0A7E5,0.000798638,0.00080643,0.000793997,0.000810971,0.000833266,0.000817569,0.000834137
pyrH,b0171,P0A7E9,0.000463591,0.000454576,0.00045581,0.000452819,0.000497636,0.000473569,0.000522505
pyrI,b4244,P0A7F3,0.003245785,0.003247889,0.003231897,0.003227321,0.003138077,0.003185294,0.003162009
pyrL,b4246,P0AD83,0,0,0,0,0,0,0
qmcA,b0489,P0AA53,3.65981E-05,3.85915E-05,3.38481E-05,3.77666E-05,3.4589E-05,3.86014E-05,3.47525E-05
qor,b4051,P28304,0.00015454,0.000151966,0.00015601,0.000179103,0.000162832,0.000169764,0.000169085
qorB,b4211,P39315,0,3.1755E-05,0,3.76163E-05,3.37482E-05,3.57741E-05,3.44545E-05
qseB,b3025,P52076,1.09271E-05,1.10841E-05,1.27596E-05,1.22348E-05,1.37391E-05,1.78262E-05,1.31771E-05
qseC,b3026,P40719,0,0,0,0,0,0,0
queA,b0405,P0A7F9,6.31285E-05,6.31233E-05,6.63005E-05,6.75133E-05,7.1875E-05,7.47517E-05,6.57999E-05
queC,b0444,P77756,8.85085E-05,8.47214E-05,7.79327E-05,7.57037E-05,7.69891E-05,8.56618E-05,7.9226E-05
queD,b2765,P65870,3.17509E-05,3.14733E-05,3.347E-05,4.01974E-05,3.92409E-05,3.84035E-05,3.40765E-05
queE,b2777,P64554,3.45003E-05,4.74401E-05,3.01769E-05,3.691E-05,4.1205E-05,4.42524E-05,3.58699E-05
queF,b2794,Q46920,7.02954E-05,7.28455E-05,7.18112E-05,7.24061E-05,7.61954E-05,0.000079079,7.59341E-05
